id,english,thai,context,all_ids
359053,Tiger Ace at 30%,ไทเกอร์ เอซ เหลือพลัง 30%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359053
359060,AA Gun Crew Killed,พลประจำปืน ปตอ. ถูกกำจัดแล้ว,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359060
359100,Tiger Ace - %1PERCENTAGE%%% Armor Remaining,ไทเกอร์ เอซ - เกราะคงเหลือ %1PERCENTAGE%%%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359100
359101,Tiger Ace  90%,ไทเกอร์ เอซ 90%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359101
359102,Tiger Ace  80%,ไทเกอร์ เอซ 80%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359102
359103,Tiger Ace  70%,ไทเกอร์ เอซ 70%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359103
359104,Tiger Ace  60%,ไทเกอร์ เอซ 60%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359104
359105,Tiger Ace  50%,ไทเกอร์ เอซ 50%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359105
359106,Tiger Ace  40%,ไทเกอร์ เอซ 40%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359106
359107,Tiger Ace  30%,ไทเกอร์ เอซ 30%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359107
359108,Tiger Ace  20%,ไทเกอร์ เอซ 20%,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359108
359109,Critical,วิกฤต,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359109
359200,Tank Cover,ใช้รถถังเป็นที่กำบัง,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359200
359910,New Primary Objective: Destroy Tiger Ace,เป้าหมายหลักใหม่: ทำลายรถถังไทเกอร์ เอซ (ไทเกอร์ เอซ),บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359910
359911,New Secondary Objective: Rescue Duffy's boys from the barn.,เป้าหมายรองใหม่: ช่วยเหลือคนของดัฟฟี่ออกจากโรงนา,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359911
359920,Objective Completed: Destroy Tiger Ace,เป้าหมายสำเร็จ: ทำลายรถถังไทเกอร์ เอซแล้ว,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359920
359921,Objective Completed: Duffy's boys rescued from the barn,เป้าหมายสำเร็จ: ช่วยเหลือคนของดัฟฟี่ออกจากโรงนาแล้ว,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359921
359931,Medal Opportunity: Rescue the patrol trapped in the Abbey,โอกาสรับเหรียญรางวัล: ช่วยเหลือหน่วยลาดตระเวนที่ติดอยู่ในอาราม,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359931
359934,Allied Base Destroyed,ฐานทัพฝ่ายสัมพันธมิตรถูกทำลาย,บทพูด/ภารกิจ M14 มอร์แตงโต้กลับ,359934
